0.000000 0.000000
0.100000 0.000000
0.200000 0.000000
0.300000 0.000000
0.400000 0.000000
0.500000 0.000000
0.600000 0.000000
0.700000 0.000000
0.800000 0.000000
0.900000 0.000000
1.000000 0.000000
1.100000 0.000000
1.200000 0.000000
1.300000 0.000000
1.400000 0.000000
1.500000 0.000000
1.600000 0.000000
1.700000 0.000000
1.800000 0.000000
1.900000 0.000000
2.000000 0.000000
2.000000 0.100000
2.000000 0.200000
2.000000 0.300000
2.000000 0.400000
2.000000 0.500000
2.000000 0.600000
2.000000 0.700000
2.000000 0.800000
2.000000 0.900000
2.000000 1.000000
1.900000 1.000000
1.800000 1.000000
1.700000 1.000000
1.600000 1.000000
1.500000 1.000000
1.400000 1.000000
1.300000 1.000000
1.200000 1.000000
1.100000 1.000000
1.000000 1.000000
1.000000 1.100000
1.000000 1.200000
1.000000 1.300000
1.000000 1.400000
1.000000 1.500000
1.000000 1.600000
1.000000 1.700000
1.000000 1.800000
1.000000 1.900000
1.000000 2.000000
1.000000 2.100000
1.000000 2.200000
1.000000 2.300000
1.000000 2.400000
1.000000 2.500000
1.000000 2.600000
1.000000 2.700000
1.000000 2.800000
1.000000 2.900000
1.000000 3.000000
0.900000 3.000000
0.800000 3.000000
0.700000 3.000000
0.600000 3.000000
0.500000 3.000000
0.400000 3.000000
0.300000 3.000000
0.200000 3.000000
0.100000 3.000000
0.000000 3.000000
0.000000 2.900667
0.000000 2.801333
0.000000 2.702000
0.000000 2.602667
0.000000 2.503333
0.000000 2.404000
0.000000 2.304667
0.000000 2.205333
0.000000 2.106000
0.000000 2.006667
0.000000 1.907333
0.000000 1.808000
0.000000 1.708667
0.000000 1.609333
0.000000 1.510000
0.000000 1.410667
0.000000 1.311333
0.000000 1.212000
0.000000 1.112667
0.000000 1.013333
0.000000 0.914000
0.000000 0.814667
0.000000 0.715333
0.000000 0.616000
0.000000 0.516667
0.000000 0.417333
0.000000 0.318000
0.000000 0.218667
0.000000 0.119333
